_Assembly.Non_standard_bonds,'yes','enumeration_text', 1,
_Assembly.Non_standard_bonds,'no','enumeration_text', 2,
_Assembly.Ambiguous_conformational_states,'yes','enumeration_text', 1,
_Assembly.Ambiguous_conformational_states,'no','enumeration_text', 2,
_Assembly.Ambiguous_chem_comp_sites,'yes','enumeration_text', 1,
_Assembly.Ambiguous_chem_comp_sites,'no','enumeration_text', 2,
_Assembly.Molecules_in_chemical_exchange,'yes','enumeration_text', 1,
_Assembly.Molecules_in_chemical_exchange,'no','enumeration_text', 2,
_Assembly.Paramagnetic,'yes','enumeration_text', 1,
_Assembly.Paramagnetic,'no','enumeration_text', 2,
_Assembly.Organic_ligands,'yes','enumeration_text', 1,
_Assembly.Organic_ligands,'no','enumeration_text', 2,
_Assembly.Metal_ions,'yes','enumeration_text', 1,
_Assembly.Metal_ions,'no','enumeration_text', 2,
_Assembly.Thiol_state,'all disulfide bound','enumeration_text', 1,
_Assembly.Thiol_state,'all other bound','enumeration_text', 2,
_Assembly.Thiol_state,'all free','enumeration_text', 3,
_Assembly.Thiol_state,'not present','enumeration_text', 4,
_Assembly.Thiol_state,'not available','enumeration_text', 5,
_Assembly.Thiol_state,'unknown','enumeration_text', 6,
_Assembly.Thiol_state,'not reported','enumeration_text', 7,
_Assembly.Thiol_state,'free and disulfide bound','enumeration_text', 8,
_Assembly.Thiol_state,'free and other bound','enumeration_text', 9,
_Assembly.Thiol_state,'free disulfide and other bound','enumeration_text', 10,
_Assembly.Thiol_state,'disulfide and other bound','enumeration_text', 11,
_Assembly_db_link.Database_code,'PDB',''Protein Data Bank'', 1,
_Assembly_db_link.Database_code,'BMRB',''BioMagResBank'', 2,
_Assembly_db_link.Database_code,'DBJ','enumeration_text', 3,
_Assembly_db_link.Database_code,'EMBL','enumeration_text', 4,
_Assembly_db_link.Database_code,'GB','enumeration_text', 5,
_Assembly_db_link.Database_code,'NDB',''Nucleic Acid Data Bank'', 6,
_Assembly_db_link.Database_code,'PIR','enumeration_text', 7,
_Assembly_db_link.Database_code,'PRF','enumeration_text', 8,
_Assembly_db_link.Database_code,'REF','enumeration_text', 9,
_Assembly_db_link.Database_code,'SP','enumeration_text', 10,
_Assembly_db_link.Database_code,'UNP','enumeration_text', 11,
_Assembly_db_link.Author_supplied,'yes','enumeration_text', 1,
_Assembly_db_link.Author_supplied,'no','enumeration_text', 2,
_Assembly_db_link.Entry_experimental_method,'X-ray','enumeration_text', 1,
_Assembly_db_link.Entry_experimental_method,'solution NMR','enumeration_text', 2,
_Assembly_db_link.Entry_experimental_method,'solid-state NMR','enumeration_text', 3,
_Assembly_db_link.Entry_experimental_method,'FTIR','enumeration_text', 4,
_Assembly_db_link.Entry_experimental_method,'mass spectrometry','enumeration_text', 5,
_Assembly_db_link.Entry_experimental_method,'XAFS','enumeration_text', 6,
_Assembly_interaction.Mol_interaction_type,'Extremely slow exchange','enumeration_text', 1,
_Assembly_interaction.Mol_interaction_type,'Slow exchange','enumeration_text', 2,
_Assembly_interaction.Mol_interaction_type,'Intermediate exchange','enumeration_text', 3,
_Assembly_interaction.Mol_interaction_type,'Fast exchange','enumeration_text', 4,
_Assembly_interaction.Mol_interaction_type,'No interaction','enumeration_text', 5,
_Assembly_systematic_name.Naming_system,'IUPAC','enumeration_text', 1,
_Assembly_systematic_name.Naming_system,'CAS name','enumeration_text', 2,
_Assembly_systematic_name.Naming_system,'CAS registry number','enumeration_text', 3,
_Assembly_systematic_name.Naming_system,'BMRB','enumeration_text', 4,
_Assembly_type.Type,'protein monomer','enumeration_text', 1,
_Assembly_type.Type,'protein homo-multimer','enumeration_text', 2,
_Assembly_type.Type,'protein hetero-multimer','enumeration_text', 3,
_Assembly_type.Type,'RNA single strand','enumeration_text', 4,
_Assembly_type.Type,'RNA double strand','enumeration_text', 5,
_Assembly_type.Type,'DNA single strand','enumeration_text', 6,
_Assembly_type.Type,'DNA double strand','enumeration_text', 7,
_Assembly_type.Type,'DNA-RNA hybrid','enumeration_text', 8,
_Assembly_type.Type,'polysaccharide','enumeration_text', 9,
_Assembly_type.Type,'protein-nucleic acid complex','enumeration_text', 10,
_Assembly_type.Type,'protein-inhibitor complex','enumeration_text', 11,
_Assembly_type.Type,'protein-drug complex','enumeration_text', 12,
_Assembly_type.Type,'protein-ligand complex','enumeration_text', 13,
_Assembly_type.Type,'protein-protein complex','enumeration_text', 14,
_Assembly_type.Type,'protein-DNA complex','enumeration_text', 15,
_Assembly_type.Type,'protein-DNA-ligand complex','enumeration_text', 16,
_Assembly_type.Type,'protein-DNA-inhibitor complex','enumeration_text', 17,
_Assembly_type.Type,'protein-RNA complex','enumeration_text', 18,
_Assembly_type.Type,'protein-RNA-ligand complex','enumeration_text', 19,
_Assembly_type.Type,'protein-RNA-inhibitor complex','enumeration_text', 20,
_Assembly_type.Type,'protein-carbohydrate complex','enumeration_text', 21,
_Assembly_type.Type,'DNA-drug complex','enumeration_text', 22,
_Assembly_type.Type,'DNA-RNA complex','enumeration_text', 23,
_Assembly_type.Type,'RNA-drug complex','enumeration_text', 24,
_Atom_chem_shift.Ambiguity_code,'1','enumeration_text', 1,
_Atom_chem_shift.Ambiguity_code,'2','enumeration_text', 2,
_Atom_chem_shift.Ambiguity_code,'3','enumeration_text', 3,
_Atom_chem_shift.Ambiguity_code,'4','enumeration_text', 4,
_Atom_chem_shift.Ambiguity_code,'5','enumeration_text', 5,
_Atom_chem_shift.Ambiguity_code,'6','enumeration_text', 6,
_Atom_chem_shift.Ambiguity_code,'9','enumeration_text', 7,
_Atom_site.Ordered_flag,'1',''Flag indicating that the atom is in an ordered region of the structure.'', 1,
_Atom_site.Ordered_flag,'0',''Flag indicating that the atom is in a poorly ordered region of the structure.'', 2,
_Atom_type.Paramagnetic,'yes','enumeration_text', 1,
_Atom_type.Paramagnetic,'no','enumeration_text', 2,
_Binding_experiment.Experiment_name,'?','enumeration_text', 1,
_Binding_experiment.Sample_state,'anisotropic','enumeration_text', 1,
_Binding_experiment.Sample_state,'isotropic','enumeration_text', 2,
_Binding_result.Val_type,'?','enumeration_text', 1,
_Bond_annotation.Bond_order,'SING','enumeration_text', 1,
_Bond_annotation.Bond_order,'DOUB','enumeration_text', 2,
_Bond_annotation.Bond_order,'TRIP','enumeration_text', 3,
_Bond_annotation.Bond_order,'AROM','enumeration_text', 4,
_Bond_annotation.Bond_order,'PARTIAL-DOUBLE','enumeration_text', 5,
_Bond_annotation.Bond_order,'DIRECTED','enumeration_text', 6,
_Bond_annotation.Bond_type,'amide','enumeration_text', 1,
_Bond_annotation.Bond_type,'covalent','enumeration_text', 2,
_Bond_annotation.Bond_type,'directed','enumeration_text', 3,
_Bond_annotation.Bond_type,'disulfide','enumeration_text', 4,
_Bond_annotation.Bond_type,'ester','enumeration_text', 5,
_Bond_annotation.Bond_type,'ether','enumeration_text', 6,
_Bond_annotation.Bond_type,'hydrogen','enumeration_text', 7,
_Bond_annotation.Bond_type,'metal coordination','enumeration_text', 8,
_Bond_annotation.Bond_type,'peptide','enumeration_text', 9,
_Bond_annotation.Bond_type,'thioether','enumeration_text', 10,
_Bond.Order,'SING','enumeration_text', 1,
_Bond.Order,'DOUB','enumeration_text', 2,
_Bond.Order,'TRIP','enumeration_text', 3,
_Bond.Order,'AROM','enumeration_text', 4,
_Bond.Order,'PARTIAL-DOUBLE','enumeration_text', 5,
_Bond.Order,'DIRECTED','enumeration_text', 6,
_Bond.Type,'amide','enumeration_text', 1,
_Bond.Type,'covalent','enumeration_text', 2,
_Bond.Type,'directed','enumeration_text', 3,
_Bond.Type,'disulfide','enumeration_text', 4,
_Bond.Type,'ester','enumeration_text', 5,
_Bond.Type,'ether','enumeration_text', 6,
_Bond.Type,'hydrogen','enumeration_text', 7,
_Bond.Type,'metal coordination','enumeration_text', 8,
_Bond.Type,'peptide','enumeration_text', 9,
_Bond.Type,'thioether','enumeration_text', 10,
_CA_CB_constraint_expt.Experiment_name,'?','enumeration_text', 1,
_CA_CB_constraint_expt.Sample_state,'isotropic','enumeration_text', 1,
_CA_CB_constraint_expt.Sample_state,'anisotropic','enumeration_text', 2,
_CA_CB_constraint_expt.Sample_state,'solid','enumeration_text', 3,
_Chem_comp.Paramagnetic,'yes','enumeration_text', 1,
_Chem_comp.Paramagnetic,'no','enumeration_text', 2,
_Chem_comp.Aromatic,'yes','enumeration_text', 1,
_Chem_comp.Aromatic,'no','enumeration_text', 2,
_Chem_comp.Mon_nstd_flag,'yes','enumeration_text', 1,
_Chem_comp.Mon_nstd_flag,'no','enumeration_text', 2,
_Chem_comp.PDBX_ambiguous_flag,'yes','enumeration_text', 1,
_Chem_comp.PDBX_ambiguous_flag,'no','enumeration_text', 2,
_Chem_comp_atom.PDBX_aromatic_flag,'yes','enumeration_text', 1,
_Chem_comp_atom.PDBX_aromatic_flag,'no','enumeration_text', 2,
_Chem_comp_atom.PDBX_leaving_atom_flag,'yes','enumeration_text', 1,
_Chem_comp_atom.PDBX_leaving_atom_flag,'no','enumeration_text', 2,
_Chem_comp_atom.Ionizable,'yes','enumeration_text', 1,
_Chem_comp_atom.Ionizable,'no','enumeration_text', 2,
_Chem_comp_db_link.Author_supplied,'yes','enumeration_text', 1,
_Chem_comp_db_link.Author_supplied,'no','enumeration_text', 2,
_Chem_comp_atom.Chirality,'N',''atom is not a chiral center'', 1,
_Chem_comp_atom.Chirality,'E',''(E)- alkene (German$ entgegen = opposite)'', 2,
_Chem_comp_atom.Chirality,'Z',''(Z)- alkene (German$ zusammen = together)'', 3,
_Chem_comp_atom.Chirality,'R',''rectus - right handed configuration'', 4,
_Chem_comp_atom.Chirality,'S',''sinister - left handed configuration'', 5,
_Chem_comp_atom.Chirality,'pro-R',''If substituted for a higher molecular weight entity will make the attached atom an R chiral center'', 6,
_Chem_comp_atom.Chirality,'pro-S',''If substituted for a higher molecular weight entity will make the attached atom an S chiral center'', 7,
_Chem_comp_atom.Stereo_config,'N',''atom is not a chiral center'', 1,
_Chem_comp_atom.Stereo_config,'E',''(E)- alkene (German$ entgegen = opposite)'', 2,
_Chem_comp_atom.Stereo_config,'Z',''(Z)- alkene (German$ zusammen = together)'', 3,
_Chem_comp_atom.Stereo_config,'R',''rectus - right handed configuration'', 4,
_Chem_comp_atom.Stereo_config,'S',''sinister - left handed configuration'', 5,
_Chem_comp_atom.Substruct_code,'main',''main chain of an amino acid'', 1,
_Chem_comp_atom.Substruct_code,'side',''side chain of an amino acid'', 2,
_Chem_comp_atom.Substruct_code,'base',''base of a nucleic acid'', 3,
_Chem_comp_atom.Substruct_code,'phos',''phosphate of a nucleic acid'', 4,
_Chem_comp_atom.Substruct_code,'sugar',''sugar of a nucleic acid'', 5,
_Chem_comp_atom.Substruct_code,'none',''not appropriate for this monomer'', 6,
_Chem_comp_descriptor.Program,'OECHEM',''OpenEye OECHEM library'', 1,
_Chem_comp_descriptor.Program,'CACTVS',''CACTVS program library'', 2,
_Chem_comp_descriptor.Program,'DAYLIGHT',''Daylight program library'', 3,
_Chem_comp_descriptor.Program,'OTHER',''Other program or library'', 4,
_Chem_comp_descriptor.Type,'SMILES_CANNONICAL','deprecated', 1,
_Chem_comp_descriptor.Type,'SMILES_CANONICAL',''Canonical SMILES descriptor'', 2,
_Chem_comp_descriptor.Type,'SMILES',''SMILES descriptor'', 3,
_Chem_comp_descriptor.Type,'INCHI',''InChi descriptor'', 4,
_Chem_comp_descriptor.Type,'INCHI_MAIN',''InChi descriptor- main layer'', 5,
_Chem_comp_descriptor.Type,'INCHI_MAIN_FORMULA',''InChi descriptor- main layer - chemical formula sub-layer'', 6,
_Chem_comp_descriptor.Type,'INCHI_MAIN_CONNECT',''InChi descriptor- main layer - atom connection sub-layer'', 7,
_Chem_comp_descriptor.Type,'INCHI_MAIN_HATOM',''InChi descriptor- main layer - hydrogen atom sub-layer'', 8,
_Chem_comp_descriptor.Type,'INCHI_CHARGE',''InChi descriptor- charge layer'', 9,
_Chem_comp_descriptor.Type,'INCHI_STEREO',''InChi descriptor- stereochemical layer'', 10,
_Chem_comp_descriptor.Type,'INCHI_ISOTOPE',''InChi descriptor- isotopic layer'', 11,
_Chem_comp_descriptor.Type,'INCHI_FIXEDH',''InChi descriptor- fixed hydrogren layer'', 12,
_Chem_comp_descriptor.Type,'INCHI_RECONNECT',''InChi descriptor- reconnected layer'', 13,
_Chem_comp_identifier.Program,'OECHEM',''OpenEye OECHEM program'', 1,
_Chem_comp_identifier.Program,'DAYLIGHT',''Daylight program library'', 2,
_Chem_comp_identifier.Program,'ACD',''Advanced Chemistry Development Naming Program'', 3,
_Chem_comp_identifier.Program,'AUTONOM',''Belstein AutoNom Naming Program'', 4,
_Chem_comp_identifier.Program,'OTHER',''Other program or library'', 5,
_Chem_comp_identifier.Type,'COMMON NAME',''Common chemical name'', 1,
_Chem_comp_identifier.Type,'SYSTEMATIC NAME',''Systematic chemical name'', 2,
_Chem_comp_identifier.Type,'CAS REGISTRY NUMBER',''Chemical Abstracts Registry Number'', 3,
_Chem_comp_identifier.Type,'PUBCHEM Identifier',''PubChem accession number'', 4,
_Chem_comp_identifier.Type,'PUBCHEM CID',''PubChem compound identifier'', 5,
_Chem_comp_identifier.Type,'PUBCHEM SID',''PubChem substance identifier'', 6,
_Chem_comp_identifier.Type,'MDL Identifier',''Molecular Design Limited Identifier'', 7,
_Chem_comp.Type,'L-peptide linking','enumeration_text', 1,
_Chem_comp.Type,'L-peptide NH3 amino terminus','enumeration_text', 2,
_Chem_comp.Type,'L-peptide COOH carboxy terminus','enumeration_text', 3,
_Chem_comp.Type,'D-peptide linking','enumeration_text', 4,
_Chem_comp.Type,'D-peptide NH3 amino terminus','enumeration_text', 5,
_Chem_comp.Type,'D-peptide COOH carboxy terminus','enumeration_text', 6,
_Chem_comp.Type,'DNA linking','enumeration_text', 7,
_Chem_comp.Type,'RNA linking','enumeration_text', 8,
_Chem_comp.Type,'DNA OH 5 prime terminus','enumeration_text', 9,
_Chem_comp.Type,'RNA OH 5 prime terminus','enumeration_text', 10,
_Chem_comp.Type,'DNA OH 3 prime terminus','enumeration_text', 11,
_Chem_comp.Type,'RNA OH 3 prime terminus','enumeration_text', 12,
_Chem_comp.Type,'D-saccharide 14 and 14 linking','enumeration_text', 13,
_Chem_comp.Type,'L-saccharide 14 and 14 linking','enumeration_text', 14,
_Chem_comp.Type,'D-saccharide 14 and 16 linking','enumeration_text', 15,
_Chem_comp.Type,'L-saccharide 14 and 16 linking','enumeration_text', 16,
_Chem_comp.Type,'L-saccharide','enumeration_text', 17,
_Chem_comp.Type,'D-saccharide','enumeration_text', 18,
_Chem_comp.Type,'saccharide','enumeration_text', 19,
_Chem_comp.Type,'non-polymer','enumeration_text', 20,
_Chem_comp.Type,'other','enumeration_text', 21,
_Chem_comp.Vendor,'Sigma','enumeration_text', 1,
_Chem_comp.Vendor,'Aldrich','enumeration_text', 2,
_Chem_comp.Vendor,'Sigma/Aldrich','enumeration_text', 3,
_Chem_comp_bond.PDBX_aromatic_flag,'yes',''Yes - an aromatic bond'', 1,
_Chem_comp_bond.PDBX_aromatic_flag,'no',''No  - not an aromatic bond'', 2,
_Chem_comp_bond.PDBX_stereo_config,'E',''zusammen for together'', 1,
_Chem_comp_bond.PDBX_stereo_config,'Z',''entgegen for opposite'', 2,
_Chem_comp_bond.PDBX_stereo_config,'N',''none'', 3,
_Chem_comp_bond.Type,'amide','enumeration_text', 1,
_Chem_comp_bond.Type,'covalent','enumeration_text', 2,
_Chem_comp_bond.Type,'directed','enumeration_text', 3,
_Chem_comp_bond.Type,'disulfide','enumeration_text', 4,
_Chem_comp_bond.Type,'ester','enumeration_text', 5,
_Chem_comp_bond.Type,'ether','enumeration_text', 6,
_Chem_comp_bond.Type,'hydrogen','enumeration_text', 7,
_Chem_comp_bond.Type,'metal coordination','enumeration_text', 8,
_Chem_comp_bond.Type,'peptide','enumeration_text', 9,
_Chem_comp_bond.Type,'thioether','enumeration_text', 10,
_Chem_comp_bond.Value_order,'SING','enumeration_text', 1,
_Chem_comp_bond.Value_order,'DOUB','enumeration_text', 2,
_Chem_comp_bond.Value_order,'TRIP','enumeration_text', 3,
_Chem_comp_bond.Value_order,'AROM','enumeration_text', 4,
_Chem_comp_bond.Value_order,'PARTIAL-DOUBLE','enumeration_text', 5,
_Chem_comp_bond.Value_order,'DIRECTED','enumeration_text', 6,
_Chem_comp_common_name.Type,'abbreviation','enumeration_text', 1,
_Chem_comp_common_name.Type,'name','enumeration_text', 2,
_Chem_comp_db_link.Database_code,'CDDC','enumeration_text', 1,
_Chem_comp_db_link.Database_code,'PDB','"PDB ligand library"', 2,
_Chem_comp_db_link.Database_code,'PubChem SID','"NCBI PubChem substance ID"', 3,
_Chem_comp_db_link.Database_code,'PubChem CID','"NCBI PubChem chemical ID"', 4,
_Chem_comp_db_link.Database_code,'KEGG','"Kyoto Encyclopedia of Genes and Genomes"', 5,
_Chem_comp.Formal_charge,'3+','enumeration_text', 1,
_Chem_comp.Formal_charge,'2+','enumeration_text', 2,
_Chem_comp.Formal_charge,'1+','enumeration_text', 3,
_Chem_comp.Formal_charge,'0','enumeration_text', 4,
_Chem_comp.Formal_charge,'1-','enumeration_text', 5,
_Chem_comp.Formal_charge,'2-','enumeration_text', 6,
_Chem_comp.Formal_charge,'3-','enumeration_text', 7,
_Chem_comp.Image_file_format,'gif','enumeration_text', 1,
_Chem_comp.Image_file_format,'jpeg','enumeration_text', 2,
_Chem_comp.Image_file_format,'pdf','enumeration_text', 3,
_Chem_comp.Image_file_format,'png','enumeration_text', 4,
_Chem_comp.Image_file_format,'ps','enumeration_text', 5,
_Chem_comp.Image_file_format,'tiff','enumeration_text', 6,
_Chem_comp.Image_file_format,'not applicable','enumeration_text', 7,
_Chem_comp.Image_file_name,'not applicable','enumeration_text', 1,
_Chem_comp.Ideal_coordinates_missing_flag,'yes','enumeration_text', 1,
_Chem_comp.Ideal_coordinates_missing_flag,'no','enumeration_text', 2,
_Chem_comp.Model_coordinates_missing_flag,'yes','enumeration_text', 1,
_Chem_comp.Model_coordinates_missing_flag,'no','enumeration_text', 2,
_Chem_comp.Processing_site,'MSD','enumeration_text', 1,
_Chem_comp.Processing_site,'PDBJ','enumeration_text', 2,
_Chem_comp.Processing_site,'RCSB','enumeration_text', 3,
_Chem_comp.PDBX_release_status,'REL',''Released', 1,
_Chem_comp.PDBX_release_status,'HOLD',''On hold until yyyy-mm-dd'', 2,
_Chem_comp.PDBX_release_status,'HPUB',''On hold until publication'', 3,
_Chem_comp.PDBX_release_status,'OBS',''Entry has been obsoleted and replaced by another entry'', 4,
_Chem_comp.PDBX_release_status,'DEL',''Entry has been deleted'', 5,
_Chem_comp_systematic_name.Naming_system,'IUPAC','enumeration_text', 1,
_Chem_comp_systematic_name.Naming_system,'CAS name','enumeration_text', 2,
_Chem_comp_systematic_name.Naming_system,'CAS registry number','enumeration_text', 3,
_Chem_comp_systematic_name.Naming_system,'BMRB','enumeration_text', 4,
_Chem_comp_systematic_name.Naming_system,'One letter code','enumeration_text', 5,
_Chem_comp_systematic_name.Naming_system,'Three letter code','enumeration_text', 6,
_Chem_shift_anisotropy.Val_units,'ppm','enumeration_text', 1,
_Chem_shift_experiment.Experiment_name,'?','enumeration_text', 1,
_Chem_shift_experiment.Sample_state,'isotropic','enumeration_text', 1,
_Chem_shift_experiment.Sample_state,'anisotropic','enumeration_text', 2,
_Chem_shift_ref.Atom_group,'methyl carbon','enumeration_text', 1,
_Chem_shift_ref.Atom_group,'methyl carbons','enumeration_text', 2,
_Chem_shift_ref.Atom_group,'methyl protons','enumeration_text', 3,
_Chem_shift_ref.Atom_group,'methylene protons','enumeration_text', 4,
_Chem_shift_ref.Atom_group,'nitrogen','enumeration_text', 5,
_Chem_shift_ref.Atom_group,'protons','enumeration_text', 6,
_Chem_shift_ref.Atom_type,'H','enumeration_text', 1,
_Chem_shift_ref.Atom_type,'C','enumeration_text', 2,
_Chem_shift_ref.Atom_type,'N','enumeration_text', 3,
_Chem_shift_ref.Atom_type,'P','enumeration_text', 4,
_Chem_shift_ref.Atom_type,'Cd','enumeration_text', 5,
_Chem_shift_ref.Chem_shift_units,'ppm',''parts per million'', 1,
_Chem_shift_ref.Chem_shift_units,'Hz','Hertz', 2,
