Dictionary sequence,SFCategory,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,Item enumerated,Item enumeration closed,Data Type,Nullable,Row Index Key,Source Key,Table Primary Key,Foreign Table,Foreign Column,Loopflag,Seq,Example,SfNamelFlg,Sf category flag,Sf pointer,default value,Tag category,Tag field,BMRB data type,Dictionary description,?
,,,,,,,Y or N,Y N mY or mN,,,,,,,,,,,?,,,?,,?,?,dictionary,?
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
TBL_BEGIN,,1.0.0.2,,,,,,,,,,,,,,,,,?,,,,,,,?,?
,entry_information,1,entry_information,20,Entry information,_Entry.Sf_category,N,,VARCHAR(127),NOT NULL,N,,,,,N,10,entry_information,N,Y,N,?,Entry,Sf_category,code,A category designation assigned to the save frame on the basis of the information content.,?
,entry_information,1,entry_information,20,Entry information,_Entry.Sf_framecode,N,,VARCHAR(127),NOT NULL,N,,,,,N,,entry_information,Y,N,N,?,Entry,Sf_framecode,framecode,STAR framecode for this save frame.  The value is defined as 'entry_information' for the entry information save frame in each entry.,?
,entry_information,1,entry_information,20,Entry information,_Entry.ID,N,,CHAR(14),NOT NULL,N,Y,Y,,,N,,BMOD00000131,N,N,N,?,Entry,ID,code,BMOD accession number for this entry,?
,entry_information,1,entry_information,20,Entry information,_Entry.Title,N,,TEXT,NOT NULL,N,,,,,N,,FAD,N,N,N,?,Entry,Title,text,A descriptive title for the entry.  Something similar to the title of a scientific paper.,?
,entry_information,1,entry_information,20,Entry information,_Entry.Type,Y,Y,VARCHAR(127),NOT NULL,N,,,,,N,,?,N,N,N,metabolite,Entry,Type,line,The type of BMOD entry.,?
,entry_information,1,entry_information,20,Entry information,_Entry.Version_type,Y,Y,VARCHAR(31),NOT NULL,N,,,,,N,,original,N,N,N,original,Entry,Version_type,line,Defines whether the current version of the entry is the original version or an updated version.,?
,entry_information,1,entry_information,20,Entry information,_Entry.Submission_date,N,,DATETIME year to day,NOT NULL,N,,,,,N,,2018-12-15',N,N,N,?,Entry,Submission_date,yyyy-mm-dd,Date the entry was submitted to BMOD.,?
,entry_information,1,entry_information,20,Entry information,_Entry.Accession_date,N,,DATETIME year to day,NOT NULL,N,,,,,N,,2018-12-15',N,N,N,?,Entry,Accession_date,yyyy-mm-dd,Date BMOD accession number was assigned to the entry.,?
,entry_information,1,entry_information,20,Entry information,_Entry.Last_release_date,N,,DATETIME year to day,,N,,,,,N,,2018-12-15',N,N,N,?,Entry,Last_release_date,yyyy-mm-dd,Date the current version of the entry was released.,?
,entry_information,1,entry_information,20,Entry information,_Entry.Original_release_date,N,,DATETIME year to day,,N,,,,,N,,2018-12-15',N,N,N,?,Entry,Original_release_date,yyyy-mm-dd,Date the entry was originally released.,?
,entry_information,1,entry_information,20,Entry information,_Entry.Origination,N,,VARCHAR(31),NOT NULL,N,,,,,N,,author,N,N,N,author,Entry,Origination,line,The value to this tag defines who entered the original data into the database.  Entries taken from the literature and entered by BMOD staff are marked 'BMOD.'  Entries supplied by authors are marked 'author' and entries taken from the PDB are marked 'PDB.',?
,entry_information,1,entry_information,20,Entry information,_Entry.BMOD_STAR_version,Y,N,VARCHAR(31),NOT NULL,N,,,,,N,,1.0.0.2,N,N,N,1.0.0.0,Entry,BMOD_STAR_version,line,Version of BMOD-STAR in which the current entry is formatted.,?
,entry_information,1,entry_information,20,Entry information,_Entry.DOI,N,,VARCHAR(255),,N,,,,,N,,?,N,N,N,?,Entry,DOI,line,The digital object identifier assigned to this document.,?
,entry_information,1,entry_information,20,Entry information,_Entry.UUID,N,,VARCHAR(255),,N,,,,,N,,?,N,N,N,?,Entry,UUID,line,The universal identifier for this data set.,?
,entry_information,1,entry_information,20,Entry information,_Entry.Details,N,,TEXT,,N,,,,,N,,?,N,N,N,?,Entry,Details,text,An optional text description of the entry used to provide additional information above that given as values to other items in the entry.,?
,entry_information,1,entry_information,20,Entry experimental methods,_Entry_experimental_methods.ID,N,,INTEGER,NOT NULL,N,,Y,,,Y,10,?,N,N,N,?,Entry_experimental_methods,ID,int,A unique identifier for each experimental method used to collect data for the entry.,?
,entry_information,1,entry_information,20,Entry experimental methods,_Entry_experimental_methods.Type,Y,N,VARCHAR(127),NOT NULL,N,,,,,Y,,?,N,N,N,?,Entry_experimental_methods,Type,line,The name of the experimental method used.,?
,entry_information,1,entry_information,20,Entry experimental methods,_Entry_experimental_methods.Subtype,Y,N,VARCHAR(127),,N,,,,,Y,,?,N,N,N,?,Entry_experimental_methods,Subtype,line,The name of the experimental submethod used$ if appropriate.,?
,entry_information,1,entry_information,20,Entry experimental methods,_Entry_experimental_methods.Info_src_ID,N,,INTEGER,,N,,,Info_src,ID,Y,,?,N,N,N,?,Entry_experimental_methods,Info_src_ID,int,Pointer to '_Info_src.ID',?
,entry_information,1,entry_information,20,Entry experimental methods,_Entry_experimental_methods.Entry_ID,N,,CHAR(14),NOT NULL,N,,Y,Entry,ID,Y,,?,N,N,N,?,Entry_experimental_methods,Entry_ID,code,Pointer to '_Entry.ID',?
,entry_information,1,entry_information,20,Entry source organization,_Entry_src.ID,N,,INTEGER,NOT NULL,Y,,Y,,,Y,,1,N,N,N,?,Entry_src,ID,int,A unique integer identifier for the organization or project that was the source of the entry.,?
,entry_information,1,entry_information,20,Entry source organization,_Entry_src.Project_name,N,,VARCHAR(127),,N,,,,,Y,,NIH Protein Structure Initiative,N,N,N,?,Entry_src,Project_name,line,Name of the project under which the data reported in an entry was sponsored or funded. This might be the title for a grant funding the research or the name of the overall project defined by a granting agency.,?
,entry_information,1,entry_information,20,Entry source organization,_Entry_src.Organization_full_name,Y,N,VARCHAR(127),,N,,,,,Y,,Wuthrich group; ETH,N,N,N,?,Entry_src,Organization_full_name,line,Name of the organization (company$ research laboratory$ etc.) that carried out the research reported in the entry.,?
,entry_information,1,entry_information,20,Entry source organization,_Entry_src.Organization_initials,N,,VARCHAR(127),,N,,,,,Y,,NESGC,N,N,N,?,Entry_src,Organization_initials,line,Laboratory title or name or acronym for the organization where the research was conducted.  More than one organization can be provided.,?
,entry_information,1,entry_information,20,Entry source organization,_Entry_src.Entry_ID,N,,CHAR(14),NOT NULL,N,,Y,Entry,ID,Y,,?,N,N,N,?,Entry_src,Entry_ID,code,Pointer to '_Entry.ID',?
,entry_information,1,entry_information,20,Information source,_Info_src.ID,N,,INTEGER,NOT NULL,Y,Y,Y,,,Y,,?,N,N,N,?,Info_src,ID,int,A unique identifier assigned to the information source described.,?
,entry_information,1,entry_information,20,Information source,_Info_src.Project_name,N,,VARCHAR(127),NOT NULL,N,,,,,Y,,?,N,N,N,?,Info_src,Project_name,line,The name of the project that was the source of information included in the entry.,?
,entry_information,1,entry_information,20,Information source,_Info_src.Organization_full_name,Y,N,VARCHAR(127),,N,,,,,Y,,?,N,N,N,?,Info_src,Organization_full_name,line,The name of the organization that was the source of information included in the entry.,?
,entry_information,1,entry_information,20,Information source,_Info_src.Organization_initials,Y,N,VARCHAR(127),,N,,,,,Y,,?,N,N,N,?,Info_src,Organization_initials,line,The initials or acronym for the organization that was the source of information included in the entry.,?
,entry_information,1,entry_information,20,Information source,_Info_src.Entry_code,N,,VARCHAR(127),NOT NULL,N,,,,,Y,,?,N,N,N,?,Info_src,Entry_code,line,The code for the entry from which information was taken for inclusion in the entry.,?
,entry_information,1,entry_information,20,Information source,_Info_src.Internal_name,Y,N,VARCHAR(127),,N,,,,,Y,,?,N,N,N,?,Info_src,Internal_name,line,An internal code assigned to the organization$ project$ and entry from which information was taken for inclusion in this entry.,?
,entry_information,1,entry_information,20,Information source,_Info_src.Download_date,N,,DATETIME year to day,NOT NULL,N,,,,,Y,,?,N,N,N,?,Info_src,Download_date,yyyy-mm-dd,Date that the data was extracted from the defined source.,?
,entry_information,1,entry_information,20,Information source,_Info_src.Details,N,,TEXT,,N,,,,,Y,,?,N,N,N,?,Info_src,Details,text,Additional details about the information source.,?
,entry_information,1,entry_information,20,Information source,_Info_src.Entry_ID,N,,CHAR(14),NOT NULL,N,,Y,,,Y,,?,N,N,N,?,Info_src,Entry_ID,code,Pointer to '_Entry.ID',?
,entry_information,1,entry_information,20,Data set,_Data_set.Type,Y,Y,VARCHAR(127),NOT NULL,N,,Y,,,Y,,assigned_chemical_shifts,N,N,N,?,Data_set,Type,line,The save frame category type that contain quantitative data of the kind that is summarized in this table.  The enumerated list for this tag is a subset of the full list of save frame categories available in constructing a BMOD NMR-STAR file.,?
,entry_information,1,entry_information,20,Data set,_Data_set.Count,N,,INTEGER,NOT NULL,N,,,,,Y,,2,N,N,N,?,Data_set,Count,int,The integer number of save frames in the entry that are of the type given by the value to the tag '_Saveframe_category_type' in this loop.,?
,entry_information,1,entry_information,20,Data set,_Data_set.Entry_ID,N,,CHAR(14),NOT NULL,N,,Y,Entry,ID,Y,,?,N,N,N,?,Data_set,Entry_ID,code,Pointer to '_Entry.ID',?
,entry_information,1,entry_information,20,Datum,_Datum.Type,Y,Y,VARCHAR(127),NOT NULL,N,,Y,,,Y,,1H chemical shifts,N,N,N,?,Datum,Type,line,A type of quantitative data found in the entry.,?
,entry_information,1,entry_information,20,Datum,_Datum.Count,N,,INTEGER,NOT NULL,N,,,,,Y,,981,N,N,N,?,Datum,Count,int,An integer representing the total number of values of the type defined by the value to the tag '_Data_type' found in all save frames in the current entry.,?
,entry_information,1,entry_information,20,Datum,_Datum.Entry_ID,N,,CHAR(14),NOT NULL,N,,Y,Entry,ID,Y,,?,N,N,N,?,Datum,Entry_ID,code,Pointer to '_Entry.ID',?
,entry_information,1,entry_information,20,Entry authors (include contact names in this list$ if appropriate),_Entry_author.Ordinal,N,,INTEGER,NOT NULL,Y,,Y,,,Y,,1,N,N,N,?,Entry_author,Ordinal,int,Integer value defining the position of the author's name in the list of authors.,?
,entry_information,1,entry_information,20,Entry authors (include contact names in this list$ if appropriate),_Entry_author.Given_name,N,,VARCHAR(31),,N,,,,,Y,,Adlai,N,N,N,?,Entry_author,Given_name,line,The name given the author at birth or currently used by the author for publication purposes.  Can be an initial if the author uses a second name as a full name when publishing.,?
